"word","pos","definition_ko","ipa","forms"
"bone","verb","뼈를 깎다","/bəʊn/","[{""form"": ""bones"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""boning"", ""tags"": [""participle"", ""present""]}, {""form"": ""boned"", ""tags"": [""participle"", ""past""]}, {""form"": ""bane"", ""tags"": [""alternative"", ""dialectal""]}, {""form"": ""byen"", ""tags"": [""alternative"", ""dialectal""]}]"
"bone","adv","완전히, 철저히","/bəʊn/","[{""form"": ""bane"", ""tags"": [""alternative"", ""dialectal""]}, {""form"": ""byen"", ""tags"": [""alternative"", ""dialectal""]}]"
"servant","noun","하인, 머슴, 사용인","/ˈsɜːvənt/","[{""form"": ""servants"", ""tags"": [""plural""]}, {""form"": ""servaunt"", ""tags"": [""alternative"", ""obsolete""]}, {""form"": ""servand"", ""tags"": [""alternative"", ""obsolete""]}]"
"robot","noun","로봇, 인조인간","/ˈɹəʊ.bɒt/","[{""form"": ""robots"", ""tags"": [""plural""]}]"
"english","adj","영국(英國)의, 영, 영어(英語)의, 영국인(英國人)의, 영국(英國) 사람의","/ˈɪŋ(ɡ)lɪʃ/","[{""form"": ""more English"", ""tags"": [""comparative""]}, {""form"": ""most English"", ""tags"": [""superlative""]}, {""form"": ""Inglish"", ""tags"": [""alternative"", ""dated"", ""rare""]}, {""form"": ""Englishe"", ""tags"": [""alternative"", ""archaic""]}, {""form"": ""english"", ""tags"": [""alternative"", ""US""]}, {""form"": ""english"", ""tags"": [""alternative"", ""dated"", ""rare""]}]"
"english","noun","영국인, 영국(英國) 사람","/ˈɪŋ(ɡ)lɪʃ/","[{""form"": ""English"", ""tags"": [""plural""]}, {""form"": ""Englishes"", ""tags"": [""plural""]}, {""form"": ""Inglish"", ""tags"": [""alternative"", ""dated"", ""rare""]}, {""form"": ""Englishe"", ""tags"": [""alternative"", ""archaic""]}, {""form"": ""english"", ""tags"": [""alternative"", ""US""]}]"
"today","adv","오늘","/təˈdeɪ/","[{""form"": ""to-day"", ""tags"": [""alternative"", ""archaic""]}, {""form"": ""to day"", ""tags"": [""alternative"", ""obsolete""]}, {""form"": ""2day"", ""tags"": [""alternative"", ""Internet""]}]"
"today","noun","오늘, 금일","/təˈdeɪ/","[{""form"": ""todays"", ""tags"": [""plural""]}, {""form"": ""to-day"", ""tags"": [""alternative"", ""archaic""]}, {""form"": ""to day"", ""tags"": [""alternative"", ""obsolete""]}, {""form"": ""2day"", ""tags"": [""alternative"", ""Internet""]}]"
"today","adj","오늘의, 오늘날의","/təˈdeɪ/","[{""form"": ""to-day"", ""tags"": [""alternative"", ""archaic""]}, {""form"": ""to day"", ""tags"": [""alternative"", ""obsolete""]}, {""form"": ""2day"", ""tags"": [""alternative"", ""Internet""]}]"
"the","adv","~할수록 더, 그럴수록","/ðə/","[]"
"the","prep","-을수록","/ðə/","[]"
"absolutely","adv","절대적으로, 완전히","/ˈæb.səˌl(j)uːt.li/","[{""form"": ""more absolutely"", ""tags"": [""comparative""]}, {""form"": ""most absolutely"", ""tags"": [""superlative""]}]"
"absolutely","intj","물론이지, 당연하지","/ˈæb.səˌl(j)uːt.li/","[]"
"accept","verb","받아들이다, 찬동(贊同)하다, 찬성(贊成)하다","/əkˈsɛpt/","[{""form"": ""accepts"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""accepting"", ""tags"": [""participle"", ""present""]}, {""form"": ""accepted"", ""tags"": [""participle"", ""past""]}, {""form"": ""accepted"", ""tags"": [""past""]}, {""form"": ""no-table-tags"", ""tags"": [""table-tags""]}, {""form"": ""glossary"", ""tags"": [""inflection-template""]}, {""form"": ""accept"", ""tags"": [""infinitive""]}, {""form"": ""accept"", ""tags"": [""first-person"", ""present"", ""singular""]}, {""form"": ""accepted"", ""tags"": [""first-person"", ""past"", ""singular""]}, {""form"": ""accept"", ""tags"": [""present"", ""second-person"", ""singular""]}, {""form"": ""acceptest"", ""tags"": [""archaic"", ""present"", ""second-person"", ""singular""]}, {""form"": ""accepted"", ""tags"": [""past"", ""second-person"", ""singular""]}, {""form"": ""acceptedst"", ""tags"": [""archaic"", ""past"", ""second-person"", ""singular""]}, {""form"": ""accepts"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""accepteth"", ""tags"": [""archaic"", ""present"", ""singular"", ""third-person""]}, {""form"": ""accepted"", ""tags"": [""past"", ""singular"", ""third-person""]}, {""form"": ""accept"", ""tags"": [""plural"", ""present""]}, {""form"": ""accepted"", ""tags"": [""past"", ""plural""]}, {""form"": ""accept"", ""tags"": [""present"", ""subjunctive""]}, {""form"": ""accepted"", ""tags"": [""past"", ""subjunctive""]}, {""form"": ""accept"", ""tags"": [""imperative"", ""present""]}, {""form"": ""accepting"", ""tags"": [""participle"", ""present""]}, {""form"": ""accepted"", ""tags"": [""participle"", ""past""]}]"
"accept","noun","받아들이다, 찬동(贊同)하다, 찬성(贊成)하다","/əkˈsɛpt/","[{""form"": ""accepts"", ""tags"": [""plural""]}]"
"acceptable","adj","받아들일 수 있는, 적절한","/əkˈsɛp.tə.bəl/","[{""form"": ""more acceptable"", ""tags"": [""comparative""]}, {""form"": ""most acceptable"", ""tags"": [""superlative""]}, {""form"": ""acceptible"", ""tags"": [""alternative"", ""dated""]}]"
"acceptable","noun","받아들일 수 있는 것","/əkˈsɛp.tə.bəl/","[{""form"": ""acceptables"", ""tags"": [""plural""]}, {""form"": ""acceptible"", ""tags"": [""alternative"", ""dated""]}]"
"acceptance","noun","수락, 수용","/əkˈsɛp.təns/","[{""form"": ""acceptances"", ""tags"": [""plural""]}, {""form"": ""acceptaunce"", ""tags"": [""alternative""]}]"
"accessible","adj","접근 가능한, 이용하기 쉬운","/əkˈsɛs.ɪ.bəl/","[{""form"": ""more accessible"", ""tags"": [""comparative""]}, {""form"": ""most accessible"", ""tags"": [""superlative""]}]"
"according","verb","~에 따르면, ~에 일치하는","/əˈkɔɹ.dɪŋ/","[{""form"": ""accourding"", ""tags"": [""alternative""]}]"
"according","adj","일치하는","/əˈkɔɹ.dɪŋ/","[{""form"": ""more according"", ""tags"": [""comparative""]}, {""form"": ""most according"", ""tags"": [""superlative""]}, {""form"": ""accourding"", ""tags"": [""alternative""]}]"
"accurate","adj","정확한, 정밀한","/ˈæk.ɹɪt/","[{""form"": ""more accurate"", ""tags"": [""comparative""]}, {""form"": ""most accurate"", ""tags"": [""superlative""]}]"
"accurately","adv","정확하게","/ˈæk.jə.ɹɪt.li/","[{""form"": ""more accurately"", ""tags"": [""comparative""]}, {""form"": ""most accurately"", ""tags"": [""superlative""]}]"
"alien","noun","외국인, 이국인, 우주인, 외계인, 에일리언","/ˈeɪ.li.ən/","[{""form"": ""aliens"", ""tags"": [""plural""]}, {""form"": ""alyaunte"", ""tags"": [""alternative""]}]"
"alien","adj","외국인, 이국인, 우주인, 외계인, 에일리언","/ˈeɪ.li.ən/","[{""form"": ""more alien"", ""tags"": [""comparative""]}, {""form"": ""most alien"", ""tags"": [""superlative""]}, {""form"": ""alyaunte"", ""tags"": [""alternative""]}]"
"alien","verb","양도하다, 소외시키다","/ˈeɪ.li.ən/","[{""form"": ""aliens"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""aliening"", ""tags"": [""participle"", ""present""]}, {""form"": ""aliened"", ""tags"": [""participle"", ""past""]}, {""form"": ""aliened"", ""tags"": [""past""]}, {""form"": ""aliene"", ""tags"": [""alternative""]}, {""form"": ""alyaunte"", ""tags"": [""alternative""]}]"
"definition","noun","정의, 어의","/ˌdɛf.ɪˈnɪʃ.ən/","[{""form"": ""definitions"", ""tags"": [""plural""]}]"
"season","noun","계절, 철, 시기, 시즌","[ˈsiː.zn̩]","[{""form"": ""seasons"", ""tags"": [""plural""]}]"
"season","verb","양념하다","[ˈsiː.zn̩]","[{""form"": ""seasons"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""seasoning"", ""tags"": [""participle"", ""present""]}, {""form"": ""seasoned"", ""tags"": [""participle"", ""past""]}]"
"autumn","noun","가을, 추계","/ˈɔtəm/","[{""form"": ""autumns"", ""tags"": [""plural""]}, {""form"": ""autum"", ""tags"": [""alternative"", ""obsolete""]}]"
"autumn","verb","가을을 보내다","/ˈɔtəm/","[{""form"": ""autumns"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""autumning"", ""tags"": [""participle"", ""present""]}, {""form"": ""autumned"", ""tags"": [""participle"", ""past""]}, {""form"": ""autumned"", ""tags"": [""past""]}, {""form"": ""autum"", ""tags"": [""alternative"", ""obsolete""]}]"
"summer","noun","여름, 하계","/ˈsʌmə/","[{""form"": ""summers"", ""tags"": [""plural""]}, {""form"": ""somer"", ""tags"": [""alternative""]}, {""form"": ""sommer"", ""tags"": [""alternative""]}]"
"summer","verb","여름을 보내다, 피서하다","/ˈsʌmə/","[{""form"": ""summers"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""summering"", ""tags"": [""participle"", ""present""]}, {""form"": ""summered"", ""tags"": [""participle"", ""past""]}, {""form"": ""summered"", ""tags"": [""past""]}, {""form"": ""somer"", ""tags"": [""alternative""]}, {""form"": ""sommer"", ""tags"": [""alternative""]}]"
"spring","verb","뛰다, 튀어오르다, 솟아나다","/ˈspɹɪŋ/","[{""form"": ""springs"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""springing"", ""tags"": [""participle"", ""present""]}, {""form"": ""sprang"", ""tags"": [""past""]}, {""form"": ""sprung"", ""tags"": [""past""]}, {""form"": ""no-table-tags"", ""tags"": [""table-tags""]}, {""form"": ""glossary"", ""tags"": [""inflection-template""]}, {""form"": ""spring"", ""tags"": [""infinitive""]}, {""form"": ""springed"", ""tags"": [""participle"", ""past""]}]"
"spring","noun","봄, 춘계, 샘, 용수철, 출렁쇠, 스프링","/ˈspɹɪŋ/","[{""form"": ""springs"", ""tags"": [""plural""]}]"
"color","noun","색깔, 색, 피부색","/ˈkʌl.ə/","[{""form"": ""colors"", ""tags"": [""plural""]}, {""form"": ""colour"", ""tags"": [""alternative"", ""Commonwealth"", ""Ireland""]}, {""form"": ""usage notes"", ""tags"": [""alternative""]}]"
"color","adj","~색을 띤, ~색의","/ˈkʌl.ə/","[{""form"": ""colour"", ""tags"": [""alternative"", ""Commonwealth"", ""Ireland""]}, {""form"": ""usage notes"", ""tags"": [""alternative""]}]"
"color","verb","칠하다, 붉히다","/ˈkʌl.ə/","[{""form"": ""colors"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""coloring"", ""tags"": [""participle"", ""present""]}, {""form"": ""colored"", ""tags"": [""participle"", ""past""]}, {""form"": ""colored"", ""tags"": [""past""]}, {""form"": ""colour"", ""tags"": [""alternative"", ""Commonwealth"", ""Ireland""]}, {""form"": ""usage notes"", ""tags"": [""alternative""]}]"
"van","noun","반, 승합차, 객차","/væn/","[{""form"": ""vans"", ""tags"": [""plural""]}, {""form"": ""Vans"", ""tags"": [""plural""]}]"
"van","verb","선두에 서다, 앞장서다","/væn/","[{""form"": ""vans"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""vanning"", ""tags"": [""participle"", ""present""]}, {""form"": ""vanned"", ""tags"": [""participle"", ""past""]}]"
"die","verb","죽다, 돌아가시다, 숨지다, 사망하다","[däɪ̯]","[{""form"": ""dies"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""dying"", ""tags"": [""participle"", ""present""]}, {""form"": ""died"", ""tags"": [""participle"", ""past""]}, {""form"": ""died"", ""tags"": [""past""]}, {""form"": ""no-table-tags"", ""tags"": [""table-tags""]}, {""form"": ""glossary"", ""tags"": [""inflection-template""]}, {""form"": ""die"", ""tags"": [""infinitive""]}, {""form"": ""die"", ""tags"": [""first-person"", ""present"", ""singular""]}, {""form"": ""died"", ""tags"": [""first-person"", ""past"", ""singular""]}, {""form"": ""die"", ""tags"": [""present"", ""second-person"", ""singular""]}, {""form"": ""diest"", ""tags"": [""archaic"", ""present"", ""second-person"", ""singular""]}, {""form"": ""died"", ""tags"": [""past"", ""second-person"", ""singular""]}, {""form"": ""diedst"", ""tags"": [""archaic"", ""past"", ""second-person"", ""singular""]}, {""form"": ""dies"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""dieth"", ""tags"": [""archaic"", ""present"", ""singular"", ""third-person""]}, {""form"": ""died"", ""tags"": [""past"", ""singular"", ""third-person""]}, {""form"": ""die"", ""tags"": [""plural"", ""present""]}, {""form"": ""died"", ""tags"": [""past"", ""plural""]}, {""form"": ""die"", ""tags"": [""present"", ""subjunctive""]}, {""form"": ""died"", ""tags"": [""past"", ""subjunctive""]}, {""form"": ""die"", ""tags"": [""imperative"", ""present""]}, {""form"": ""dying"", ""tags"": [""participle"", ""present""]}, {""form"": ""died"", ""tags"": [""participle"", ""past""]}, {""form"": ""dye"", ""tags"": [""alternative"", ""obsolete""]}]"
"die","noun","주사위","[däɪ̯]","[{""form"": ""dies"", ""tags"": [""plural""]}, {""form"": ""dye"", ""tags"": [""alternative"", ""obsolete""]}, {""form"": ""dice"", ""tags"": [""plural""]}]"
"die","adv","죽어, 꼼짝없이, 완전히","[däɪ̯]","[{""form"": ""dye"", ""tags"": [""alternative"", ""obsolete""]}]"
"in","prep","...의 안에, ...에 둘러싸인, 중, ...에, 안에, 이후에, 안으로, ...로","/ən/","[{""form"": ""i'"", ""tags"": [""alternative"", ""colloquial"", ""poetic""]}]"
"in","adv","안으로","/ən/","[{""form"": ""i'"", ""tags"": [""alternative"", ""colloquial"", ""poetic""]}]"
"in","noun","...의 안에, ...에 둘러싸인, 중, ...에, 안에, 이후에, 안으로, ...로","/ən/","[{""form"": ""ins"", ""tags"": [""plural""]}, {""form"": ""i'"", ""tags"": [""alternative"", ""colloquial"", ""poetic""]}]"
"in","adj","...의 안에, ...에 둘러싸인, 중, ...에, 안에, 이후에, 안으로, ...로","/ən/","[{""form"": ""more in"", ""tags"": [""comparative""]}, {""form"": ""most in"", ""tags"": [""superlative""]}, {""form"": ""i'"", ""tags"": [""alternative"", ""colloquial"", ""poetic""]}]"
"lens","noun","렌즈, 수정체","/lɛnz/","[{""form"": ""lenses"", ""tags"": [""plural""]}, {""form"": ""lens"", ""tags"": [""obsolete"", ""plural""]}, {""form"": ""lentes"", ""tags"": [""plural"", ""rare""]}, {""form"": ""lense"", ""tags"": [""alternative""]}]"
"lens","verb","렌즈로 보다, 초점을 맞추다","/lɛnz/","[{""form"": ""lenses"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""lensing"", ""tags"": [""participle"", ""present""]}, {""form"": ""lensed"", ""tags"": [""participle"", ""past""]}, {""form"": ""lensed"", ""tags"": [""past""]}, {""form"": ""lense"", ""tags"": [""alternative""]}]"
"whatever","det","무엇이든, 도대체 무엇이, 것은 무엇이든지","/ʍɒtˈɛv.ə/","[]"
"whatever","pron","무엇이든, 도대체 무엇이, 것은 무엇이든지","/ʍɒtˈɛv.ə/","[]"
"whatever","adv","무엇이든, 도대체 무엇이, 것은 무엇이든지","/ʍɒtˈɛv.ə/","[]"
"whatever","intj","무엇이든, 도대체 무엇이, 것은 무엇이든지","/ʍɒtˈɛv.ə/","[]"
"whatever","adj","무엇이든지 ~한, 어떤 ~이든","/ʍɒtˈɛv.ə/","[{""form"": ""more whatever"", ""tags"": [""comparative""]}, {""form"": ""most whatever"", ""tags"": [""superlative""]}]"
"whatever","noun","무엇이든, 도대체 무엇이, 것은 무엇이든지","/ʍɒtˈɛv.ə/","[{""form"": ""whatevers"", ""tags"": [""plural""]}]"
"debt","noun","빚, 부채, 차금","/dɛt/","[{""form"": ""debts"", ""tags"": [""plural""]}, {""form"": ""dette"", ""tags"": [""alternative"", ""obsolete""]}, {""form"": ""det"", ""tags"": [""alternative"", ""obsolete""]}]"
"orange","noun","오렌지나무, 오렌지, 주황색, 오렌지색","/ˈɑɹ.ənd͡ʒ/","[{""form"": ""oranges"", ""tags"": [""plural""]}]"
"orange","adj","주황색(朱黃色)의","/ˈɑɹ.ənd͡ʒ/","[{""form"": ""oranger"", ""tags"": [""comparative""]}, {""form"": ""more orange"", ""tags"": [""comparative""]}, {""form"": ""orangest"", ""tags"": [""superlative""]}, {""form"": ""most orange"", ""tags"": [""superlative""]}]"
"orange","verb","주황색으로 물들이다, 오렌지색으로 만들다","/ˈɑɹ.ənd͡ʒ/","[{""form"": ""oranges"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""oranging"", ""tags"": [""participle"", ""present""]}, {""form"": ""oranged"", ""tags"": [""participle"", ""past""]}, {""form"": ""oranged"", ""tags"": [""past""]}]"
"seven","num","일곱, 칠, 세븐","/ˈsɛvən/","[{""form"": ""7"", ""tags"": [""alternative""]}, {""form"": ""VII"", ""tags"": [""alternative""]}, {""form"": ""sev'n"", ""tags"": [""alternative""]}]"
"seven","noun","일곱, 칠, 세븐","/ˈsɛvən/","[{""form"": ""sevens"", ""tags"": [""plural""]}, {""form"": ""7"", ""tags"": [""alternative""]}, {""form"": ""VII"", ""tags"": [""alternative""]}, {""form"": ""sev'n"", ""tags"": [""alternative""]}]"
"birth","noun","출생, 탄생","/bɜːθ/","[{""form"": ""births"", ""tags"": [""plural""]}]"
"birth","adj","출생의, 태생의","/bɜːθ/","[]"
"birth","verb","낳다, 출산하다","/bɜːθ/","[{""form"": ""births"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""birthing"", ""tags"": [""participle"", ""present""]}, {""form"": ""birthed"", ""tags"": [""participle"", ""past""]}, {""form"": ""birthed"", ""tags"": [""past""]}]"
"wolf","noun","늑대, 이리","/wʊlf/","[{""form"": ""wolves"", ""tags"": [""plural""]}]"
"wolf","verb","게걸스레 먹다","/wʊlf/","[{""form"": ""wolfs"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""wolfing"", ""tags"": [""participle"", ""present""]}, {""form"": ""wolfed"", ""tags"": [""participle"", ""past""]}, {""form"": ""wolfed"", ""tags"": [""past""]}, {""form"": ""wolve"", ""tags"": [""alternative"", ""rare""]}]"
"planet","noun","행성, 유성, 위성","/ˈplænɪt/","[{""form"": ""planets"", ""tags"": [""plural""]}]"
"star","noun","별, 항성, 스타, 유명인, 별표, 애스터리스크","/stɑɹ/","[{""form"": ""stars"", ""tags"": [""plural""]}]"
"star","verb","주연하다, 주역을 맡다","/stɑɹ/","[{""form"": ""stars"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""starring"", ""tags"": [""participle"", ""present""]}, {""form"": ""starred"", ""tags"": [""participle"", ""past""]}, {""form"": ""starred"", ""tags"": [""past""]}]"
